qa_id,category,ERK_F1,ERKT_F1,f1_outcome,ERK_EM,ERKT_EM,em_outcome,ERK_abstain,ERKT_abstain,abstain_outcome
conv-44_qa_114,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_115,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_116,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_117,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_118,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_119,4,0.142857,0.142857,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_12,1,0.666667,0.444444,erk_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_120,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_121,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_122,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_13,2,0.8,0.0,erk_better,0.0,0.0,both_incorrect,0,1,erkt_new_error
conv-44_qa_14,1,0.5,0.5,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_15,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_16,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_17,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_18,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_19,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_2,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_20,3,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_21,1,0.153846,0.421053,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_22,2,0.5,0.0,erk_better,0.0,0.0,both_incorrect,0,1,erkt_new_error
conv-44_qa_23,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_24,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_25,2,0.0,0.285714,erkt_better,0.0,0.0,both_incorrect,1,0,erkt_fixed
conv-44_qa_26,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_27,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_28,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_29,1,0.888889,0.888889,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_3,1,0.111111,0.111111,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_30,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_31,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_32,1,0.6,1.0,erkt_better,0.0,1.0,erkt_newly_correct,0,0,both_answered
conv-44_qa_33,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_34,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_35,1,0.666667,0.0,erk_better,0.0,0.0,both_incorrect,0,1,erkt_new_error
conv-44_qa_36,1,0.533333,0.625,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_37,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_38,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_39,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_4,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_40,1,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_41,1,0.173913,0.173913,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_42,1,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_43,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_44,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_45,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_46,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_47,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_48,1,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_49,1,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_5,2,0.285714,0.0,erk_better,0.0,0.0,both_incorrect,0,1,erkt_new_error
conv-44_qa_50,1,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_51,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_52,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_53,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_54,1,0.285714,0.285714,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_55,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_56,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_57,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_58,2,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_59,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_6,2,0.857143,0.857143,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_60,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_61,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_62,4,0.571429,0.571429,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_63,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_64,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_65,4,0.545455,0.545455,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_66,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_67,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_68,4,0.625,0.0,erk_better,0.0,0.0,both_incorrect,0,1,erkt_new_error
conv-44_qa_69,4,0.8,0.8,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_7,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_70,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_71,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_72,4,0.235294,0.235294,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_73,4,0.5,0.5,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_74,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_75,4,0.888889,0.888889,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_76,4,0.363636,0.363636,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_77,4,1.0,0.545455,erk_better,1.0,0.0,erk_correct_erkt_incorrect,0,0,both_answered
conv-44_qa_78,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_79,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_8,2,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_80,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_81,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_82,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_83,4,0.533333,0.533333,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_84,4,0.871795,0.871795,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_85,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_86,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_87,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_88,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_89,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_9,1,0.518519,0.518519,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_90,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_91,4,0.909091,0.909091,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_92,4,0.117647,0.117647,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_93,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_94,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_95,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_96,4,0.555556,0.555556,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_97,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_98,4,0.285714,0.5,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_99,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_0,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_1,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_10,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_100,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_101,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_102,4,0.333333,0.333333,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_103,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_104,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_105,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_106,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_107,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_108,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_109,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_11,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_110,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_111,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_112,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_113,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_114,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_115,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_116,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_117,4,0.166667,0.166667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_118,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_119,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_12,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_120,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_121,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_122,4,0.5,0.5,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_123,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_124,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_125,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_126,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_127,4,0.75,0.75,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_128,4,0.181818,0.0,erk_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_129,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_13,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_130,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_131,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_132,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_133,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_134,4,0.705882,0.705882,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_135,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_136,4,0.5,0.5,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_137,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_138,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_139,4,0.923077,0.923077,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_14,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_140,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_141,4,0.222222,0.888889,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_142,4,0.0,0.727273,erkt_better,0.0,0.0,both_incorrect,1,0,erkt_fixed
conv-47_qa_143,4,0.857143,0.8,erk_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_144,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_145,4,0.6,0.6,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_146,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_147,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_148,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_149,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_15,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_16,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_17,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_18,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_19,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_2,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_20,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_21,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_22,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_23,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_24,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_25,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_26,1,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_27,1,0.285714,0.285714,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_28,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_29,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_3,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_30,3,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_31,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_32,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_33,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_34,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_35,3,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_36,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_37,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_38,1,0.416667,0.416667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_39,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_4,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_40,1,0.625,0.625,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_41,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_42,2,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_43,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_44,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_45,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_46,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_47,2,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_48,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_49,1,0.461538,0.461538,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_5,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_50,2,0.333333,0.333333,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_51,1,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_52,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_53,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_54,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_55,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_56,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_57,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_58,2,0.0,0.666667,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_59,2,0.533333,0.533333,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_6,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_60,1,0.923077,0.923077,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_61,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_62,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_63,2,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_64,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_65,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_66,2,0.363636,0.363636,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_67,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_68,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_69,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_7,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_70,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_71,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_72,4,0.0,1.0,erkt_better,0.0,1.0,erkt_newly_correct,1,0,erkt_fixed
conv-47_qa_73,4,0.666667,0.0,erk_better,0.0,0.0,both_incorrect,0,1,erkt_new_error
conv-47_qa_74,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_75,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_76,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_77,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_78,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_79,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_8,1,0.666667,1.0,erkt_better,0.0,1.0,erkt_newly_correct,0,0,both_answered
conv-47_qa_80,4,0.111111,0.111111,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_81,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_82,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_83,4,0.24,0.24,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_84,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_85,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_86,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_87,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_88,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_89,4,0.933333,0.555556,erk_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_9,1,1.0,1.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_90,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_91,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_92,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_93,4,0.5,0.5,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-47_qa_94,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_95,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_96,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_97,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-47_qa_98,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-47_qa_99,4,1.0,0.0,erk_better,1.0,0.0,erk_correct_erkt_incorrect,0,1,erkt_new_error
conv-49_qa_0,1,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_1,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_10,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_100,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_101,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_102,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_103,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_104,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_105,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_106,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_107,4,0.714286,0.714286,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_108,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_109,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_11,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_110,4,0.0,0.666667,erkt_better,0.0,0.0,both_incorrect,1,0,erkt_fixed
conv-49_qa_111,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_112,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_113,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_114,4,0.923077,0.923077,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_115,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_116,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_117,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_118,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_119,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_12,2,0.588235,0.666667,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_120,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_121,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_122,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_123,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_124,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_125,4,0.923077,0.923077,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_126,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_127,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_128,4,0.8,0.8,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-49_qa_129,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-49_qa_13,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-49_qa_130,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
