qa_id,P3_prediction,P4_prediction,same_prediction,P3_rF1,P4_rF1,same_rF1,P3_rEM,P4_rEM,P3_WrongAbst,P4_WrongAbst
conv-43_qa_48,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_49,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_5,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_50,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_51,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_52,Strength training.,Strength training,False,0.8,0.8,True,0.0,0.0,0.0,0
conv-43_qa_53,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_54,Cannot answer,Last year,False,0.0,0.0,True,0.0,0.0,1.0,0
conv-43_qa_55,Just under a year ago.,just under a year ago,False,0.0,0.0,True,0.0,0.0,0.0,0
conv-43_qa_56,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_57,"piano, violin","piano, violin",True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_58,Last August,August 2023,False,0.5,1.0,False,0.0,1.0,0.0,0
conv-43_qa_59,40 points and career-high in assists.,career-high in assists,False,0.0,0.0,True,0.0,0.0,0.0,0
conv-43_qa_6,July,July,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-43_qa_60,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_61,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_62,He gives seminars.,He shares his knowledge by giving seminars.,False,0.5,0.166667,False,0.0,0.0,0.0,0
conv-43_qa_63,last summer,last summer,True,0.5,0.5,True,0.0,0.0,0.0,0
conv-43_qa_64,December,December,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-43_qa_65,"Star Wars, Lord of the Rings","Star Wars, Lord of the Rings",True,0.7692307692,0.769231,True,0.0,0.0,0.0,0
conv-43_qa_66,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_67,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_68,Friday,Friday,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-43_qa_69,Next month,Next month,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-43_qa_7,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_70,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_71,The Minnesota Wolves,The Minnesota Wolves,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_72,shooting guard,shooting guard,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_73,Fitting into the new team's style of play.,Fitting into the new team's style of play,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_74,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_75,fantasy literature forum,fantasy literature forum,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_76,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_77,40,40,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-43_qa_78,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_79,basketball shoe and gear deal; potential sponsorship,"A basketball shoe and gear deal, and a potential sponsorship.",False,0.7368421053,0.7,False,0.0,0.0,0.0,0
conv-43_qa_8,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_80,Seattle,Seattle,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_81,Five years ago,Five years.,False,0.8,1.0,False,0.0,1.0,0.0,0
conv-43_qa_82,The feeling was unreal!,The feeling was unreal!,True,0.25,0.25,True,0.0,0.0,0.0,0
conv-43_qa_83,"different fantasy novels, studying characters, themes, and making book recommend",fantasy novels,False,0.8888888889,0.4,False,0.0,0.0,0.0,0
conv-43_qa_84,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_85,Harry Potter trivia,Harry Potter trivia,True,0.75,0.75,True,0.0,0.0,0.0,0
conv-43_qa_86,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_87,awesome,awesome,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_88,He watched NBA games with his dad and was signed up for a local league at age te,He watched NBA games with his dad and was signed up for a local league at age te,True,0.5,0.5,True,0.0,0.0,0.0,0
conv-43_qa_89,Winning a championship,Winning a championship,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_9,Nike and Gatorade,Nike and Gatorade,True,0.2857142857,0.285714,True,0.0,0.0,0.0,0
conv-43_qa_90,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_91,15th,15th,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-43_qa_92,A sign of their friendship.,A sign of their friendship.,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-43_qa_93,To show our friendship and appreciation.,To show their friendship and appreciation.,False,0.8333333333,1.0,False,0.0,1.0,0.0,0
conv-43_qa_94,To learn more about literature and create a stronger bond to it.,To learn more about literature and create a stronger bond to it.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_95,piano,piano,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-43_qa_96,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_97,Watching it with his family.,Watching it with his family.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_98,Home Alone,Home Alone,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_99,Watching movies,Watching movies,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-44_qa_0,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_1,Cannot answer,"27 March, 2023",False,0.0,0.75,False,0.0,0.0,1.0,0
conv-44_qa_10,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_100,knee injury,knee injury,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_101,jewelry out of recycled stuff,jewelry out of recycled stuff,True,0.4,0.4,True,0.0,0.0,0.0,0
conv-44_qa_102,To show her love of creativity and sustainability.,To show her love of creativity and sustainability.,True,0.8,0.8,True,0.0,0.0,0.0,0
conv-44_qa_103,animal shelter,animal shelter,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_104,She donates to an animal shelter.,She donates to an animal shelter.,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-44_qa_105,Fetch and Frisbee,Fetch and Frisbee,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_106,goodies,goodies,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_107,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_108,They hate snow.,They were confused.,False,0.1818181818,0.181818,True,0.0,0.0,0.0,0
conv-44_qa_109,Exploring the great outdoors.,exploring the great outdoors,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_11,Last Sunday,Last Sunday,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-44_qa_110,Walks,Walks,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-44_qa_111,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_112,Sushi,Sushi,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_113,California or salmon roll,California or salmon roll,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_114,picnic date,picnic date,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_115,Cannot answer,Explore.,False,0.0,0.0,True,0.0,0.0,1.0,0
conv-44_qa_116,autumn colors,autumn colors,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_117,Joined a dog owners group.,Joined a dog owners group.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_118,Once a week,Once a week,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_119,A pic of how she entertains them in her house with toys and games.,A pic of how she entertains them in her house with toys and games.,True,0.1,0.1,True,0.0,0.0,0.0,0
conv-44_qa_12,Cannot answer,"rock climbing, kayaking, bungee jumping",False,0.0,0.444444,False,0.0,0.0,1.0,0
conv-44_qa_120,"puzzles, training, hide-and-seek","puzzles, training, hide-and-seek",True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_121,Take them to a nearby park.,Take them to a nearby park.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_122,"a bed, toys, and some puppy pads","a bed, toys, and some puppy pads",True,0.7692307692,0.769231,True,0.0,0.0,0.0,0
conv-44_qa_13,Cannot answer,"26 June, 2023",False,0.0,0.8,False,0.0,0.0,1.0,0
conv-44_qa_14,Nature,nature,False,0.5,0.5,True,0.0,0.0,0.0,0
conv-44_qa_15,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_16,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_17,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_18,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_19,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_2,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_20,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_21,Cannot answer,Agility classes and a dog training course.,False,0.0,0.470588,False,0.0,0.0,1.0,0
conv-44_qa_22,camping,camping,True,0.5,0.5,True,0.0,0.0,0.0,0
conv-44_qa_23,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_24,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_25,Cannot answer,Last weekend,False,0.0,0.285714,False,0.0,0.0,1.0,0
conv-44_qa_26,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_27,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_28,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_29,"Pepper, Precious, Panda, Pixie","Pepper, Precious, Panda, Pixie",True,0.8888888889,0.888889,True,0.0,0.0,0.0,0
conv-44_qa_3,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_30,next month,next month,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-44_qa_31,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_32,Tattoos of her four dogs.,Tattoos of her four dogs.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_33,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_34,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_35,Toby,Toby and Scout,False,0.5,0.666667,False,0.0,0.0,0.0,0
conv-44_qa_36,"Chicken Pot Pie, Roasted Chicken, sushi","Chicken Pot Pie, Roasted Chicken, sushi",True,0.7142857143,0.714286,True,0.0,0.0,0.0,0
conv-44_qa_37,Cannot answer,last Friday,False,0.0,0.0,True,0.0,0.0,1.0,0
conv-44_qa_38,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_39,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_4,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_40,Dog park,Dog park,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_41,"Jack Russell mixes, Chihuahua mixes, Lab mixes",Cannot answer,False,0.1739130435,0.0,False,0.0,0.0,0.0,1
conv-44_qa_42,positive reinforcement,positive reinforcement,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_43,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_44,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_45,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_46,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_47,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_48,friends and confidantes,friends and confidantes,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-44_qa_49,family,family,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_5,Last week,Last week,True,0.2857142857,0.285714,True,0.0,0.0,0.0,0
conv-44_qa_50,Dog grooming,Dog grooming,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-44_qa_51,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_52,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_53,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_54,socializing with the other pups and getting lots of exercise,socializing with other pups and getting lots of exercise,False,0.2857142857,0.285714,True,0.0,0.0,0.0,0
conv-44_qa_55,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_56,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_57,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_58,Sushi,Sushi,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_59,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_6,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_60,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_61,Eagles,Eagles,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_62,the peaceful moments out in nature,peaceful moments,False,0.5714285714,1.0,False,0.0,1.0,0.0,0
conv-44_qa_63,"croissants, muffins, and tarts","croissants, muffins, and tarts",True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_64,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_65,Chat with other dog owners.,Chat with people.,False,0.3076923077,0.545455,False,0.0,0.0,0.0,0
conv-44_qa_66,Cannot answer,smaller dog,False,0.0,1.0,False,0.0,1.0,1.0,0
conv-44_qa_67,near a park or woods,near a park or woods,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_68,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_69,She saw a flyer at her local pet store.,She saw a flyer at her local pet store.,True,0.8,0.8,True,0.0,0.0,0.0,0
conv-44_qa_7,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_70,positive reinforcement training,Positive reinforcement training,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_71,friendly and playful,friendly and playful,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_72,It helps pets learn how to behave.,Because punishment is never the proper way for pets.,False,0.5882352941,0.222222,False,0.0,0.0,0.0,0
conv-44_qa_73,Finding a pet-friendly place to live.,Finding a pet-friendly place to live.,True,0.5,0.5,True,0.0,0.0,0.0,0
conv-44_qa_74,Discouraged but determined.,Discouraged but determined.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_75,kayaking and maybe bungee jumping,kayaking and maybe bungee jumping,True,0.8888888889,0.888889,True,0.0,0.0,0.0,0
conv-44_qa_76,About an hour.,About an hour.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_77,a doggy play area with agility stuff and toys,a doggy play area with agility stuff and toys,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_78,a stunning lake,a stunning lake,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-44_qa_79,Chicken Pot Pie,Chicken Pot Pie,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_8,No,No,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_80,Roasted Chicken,Roasted Chicken,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_81,volunteered at a pet shelter,volunteered at a pet shelter,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_82,Max,Max,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_83,Long walks in the neighborhood.,Long walks in the neighborhood.,True,0.5333333333,0.533333,True,0.0,0.0,0.0,0
conv-44_qa_84,"The oldest one is the most relaxed, the second one is always ready for a game, t","The oldest one is the most relaxed, the second one is always ready for a game, t",True,0.6274509804,0.627451,True,0.0,0.0,0.0,0
conv-44_qa_85,agility classes,agility classes,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_86,Twice a week,twice a week,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_87,Two hours,Two hours,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_88,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_89,Regular grooming.,"Daily brushing, regular baths, nail trims, and lots of love",False,0.1666666667,1.0,False,0.0,1.0,0.0,0
conv-44_qa_9,"dog owners group, agility classes, dog training course, dog grooming course","dog owners group, agility classes, dog training course, dog grooming course",True,0.6,0.6,True,0.0,0.0,0.0,0
conv-44_qa_90,A doggy playdate.,A doggy playdate,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_91,Got some new beds for them.,Got some new beds for them.,True,0.9090909091,0.909091,True,0.0,0.0,0.0,0
conv-44_qa_92,They curl up and snuggle like they're in a cloud - it's adorable!,They absolutely love it! They curl up and snuggle like they're in a cloud - it's,False,0.1176470588,0.095238,False,0.0,0.0,0.0,0
conv-44_qa_93,"I petted and hugged her, spoke calmly, and slowly walked her to relax.","I petted and hugged her, spoke calmly, and slowly walked her to relax.",True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-44_qa_94,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-44_qa_95,Peruvian Lilies,Peruvian Lilies,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_96,"He learned a lot about animals, plants, and ecosystems.","He learned a lot about animals, plants, and ecosystems.",True,0.5555555556,0.555556,True,0.0,0.0,0.0,0
conv-44_qa_97,biking or using public transport,biking or using public transport,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-44_qa_98,biking or using public transport,biking or using public transport,True,0.2857142857,0.285714,True,0.0,0.0,0.0,0
conv-44_qa_99,took them to the beach,Took them to the beach.,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_0,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_1,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_10,Cannot answer,last week,False,0.0,0.285714,False,0.0,0.0,1.0,0
conv-47_qa_100,"No, this is not necessary.","No, this is not necessary.",True,0.3333333333,0.333333,True,0.0,0.0,0.0,0
conv-47_qa_101,Reading,Reading.,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_102,reading,Reading while snuggled under the covers.,False,0.3333333333,1.0,False,0.0,1.0,0.0,0
conv-47_qa_103,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_104,Vancouver,Vancouver,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_105,July 20,July 20,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_106,chess,chess,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_107,He wanted something that made a difference.,Cannot answer,False,0.1176470588,0.0,False,0.0,0.0,0.0,1
conv-47_qa_108,Fortnite,Fortnite,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-47_qa_109,A routine examination and vaccination.,Routine examination and vaccination.,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_11,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_110,strategy and RPG,strategy and RPG games,False,0.8571428571,1.0,False,0.0,1.0,0.0,0
conv-47_qa_111,The Witcher 3,The Witcher 3,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_112,The story and atmosphere.,the story,False,0.0,0.0,True,0.0,0.0,0.0,0
conv-47_qa_113,Cannot answer,Samantha,False,0.0,1.0,False,0.0,1.0,1.0,0
conv-47_qa_114,Call her.,Call her.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_115,a gaming night,a gaming night,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_116,dark beer,dark beer,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_117,A bug in the code messed up the game mechanics.,A bug in the code messed up the game mechanics.,True,0.1666666667,0.166667,True,0.0,0.0,0.0,0
conv-47_qa_118,coding,coding,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_119,basic games and stories,basic games and stories,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_12,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_120,Sennheiser,Sennheiser,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_121,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_122,$10 per class,$10 per class,True,0.5,0.5,True,0.0,0.0,0.0,0
conv-47_qa_123,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_124,He wanted to learn something new.,He wanted to learn something new.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_125,omelette,omelette,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_126,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_127,"Various sources like books, movies, and even dreams.","books, movies, and even dreams",False,0.5454545455,0.75,False,0.0,0.0,0.0,0
conv-47_qa_128,Cannot answer,crazy dream,False,0.0,0.181818,False,0.0,0.0,1.0,0
conv-47_qa_129,electronic and rock music,electronic and rock music,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_13,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_130,guitar,guitar,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_131,drums,Drums,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_132,making his first mobile game,making his first mobile game,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_133,2D adventure game with puzzles and exploration,2D adventure game with puzzles and exploration,True,0.4444444444,0.444444,True,0.0,0.0,0.0,0
conv-47_qa_134,He watches tutorials and keeps up with developer forums.,He watches tutorials and keeps up with developer forums.,True,0.7058823529,0.705882,True,0.0,0.0,0.0,0
conv-47_qa_135,programming mentor for game developers,programming mentor for game developers,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_136,Excited,Really excited,False,0.5,0.4,False,0.0,0.0,0.0,0
conv-47_qa_137,RPGs,RPGs,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_138,Playing video games and Witcher 3.,Witcher 3,False,0.5,1.0,False,0.0,1.0,0.0,0
conv-47_qa_139,His first gaming system.,His first gaming system.,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-47_qa_14,Three days ago.,Cannot answer,False,0.0,0.0,True,0.0,0.0,0.0,1
conv-47_qa_140,a game,a game,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_141,Fortnite and a few other games.,Fortnite and a few other games.,True,0.2222222222,0.222222,True,0.0,0.0,0.0,0
conv-47_qa_142,For a children's hospital.,for a children's hospital,False,0.7272727273,0.727273,True,0.0,0.0,0.0,0
conv-47_qa_143,They decided to move in together.,They decided to move in together.,True,0.8,0.8,True,0.0,0.0,0.0,0
conv-47_qa_144,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_145,Cannot answer,They love the bar.,False,0.0,0.6,False,0.0,0.0,1.0,0
conv-47_qa_146,FIFA 23,FIFA 23,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_147,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_148,an online board game,an online board game,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_149,Luna,Luna,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-47_qa_15,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_16,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_17,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_18,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_19,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_2,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_20,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_21,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_22,children's hospital,children's hospital,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-47_qa_23,next month,next month,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-47_qa_24,strategy games,strategy games,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-47_qa_25,No,No,True,0.1666666667,0.166667,True,0.0,0.0,0.0,0
conv-47_qa_26,"Italy, Turkey, Mexico, Nuuk","Italy, Turkey, Mexico, Nuuk",True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-47_qa_27,cooking class,cooking class,True,0.2857142857,0.285714,True,0.0,0.0,0.0,0
conv-47_qa_28,"19 June, 2022","19 June, 2022",True,0.4,0.4,True,0.0,0.0,0.0,0
conv-47_qa_29,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_3,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_30,Toronto,Canada,False,0.0,1.0,False,0.0,1.0,0.0,0
conv-47_qa_31,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_32,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_33,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_34,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-47_qa_35,Nuuk,Nuuk,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-47_qa_36,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
