query_id,question,category,conversation_id,gold_memory_ids,split
conv-44_qa_25,When did Andrew and his girlfriend go fishing?,2,conv-44,conv-44_session_17_D17:1,test
conv-44_qa_26,What is the biggest stressor in Andrew's life besides not being able to hike frequently?,1,conv-44,conv-44_session_12_D12:3;conv-44_session_16_D16:1;conv-44_session_18_D18:1;conv-44_session_10_D10:16,test
conv-44_qa_27,How does Andrew feel about his current work?,1,conv-44,conv-44_session_12_D12:3;conv-44_session_16_D16:1;conv-44_session_18_D18:1;conv-44_session_10_D10:16,test
conv-44_qa_28,What is something that Audrey often dresses up her dogs with?,1,conv-44,conv-44_session_4_D4:23;conv-44_session_4_D4:25;conv-44_session_19_D19:6,test
conv-44_qa_29,What are the names of Audrey's dogs?,1,conv-44,conv-44_session_1_D1:7;conv-44_session_2_D2:1;conv-44_session_19_D19:12,test
conv-44_qa_30,When is Andrew planning to go to the beach with his girlfriend?,2,conv-44,conv-44_session_20_D20:1,test
conv-44_qa_31,What has Andrew done with his dogs?,1,conv-44,conv-44_session_14_D14:27;conv-44_session_24_D24:8,test
conv-44_qa_32,What kind of tattoo does Audrey have on her arm?,1,conv-44,conv-44_session_3_D3:26;conv-44_session_15_D15:1;conv-44_session_23_D23:20,test
conv-44_qa_33,What can Andrew potentially do to improve his stress and accomodate his living situation with his dogs?,3,conv-44,conv-44_session_12_D12:3;conv-44_session_18_D18:1;conv-44_session_21_D21:5,test
conv-44_qa_34,How many months passed between Andrew adopting Toby and Buddy?,2,conv-44,conv-44_session_12_D12:1;conv-44_session_24_D24:2,test
conv-44_qa_35,What are the names of Andrew's dogs?,1,conv-44,conv-44_session_12_D12:1;conv-44_session_24_D24:6;conv-44_session_28_D28:8,test
conv-44_qa_36,What are some foods that Audrey likes eating?,1,conv-44,conv-44_session_3_D3:18;conv-44_session_10_D10:13;conv-44_session_10_D10:23;conv-44_session_25_D25:6,test
conv-44_qa_37,When did Audrey get into an accident in the park?,2,conv-44,conv-44_session_25_D25:2,test
conv-44_qa_38,When did Andrew and his girlfriend go on a wine tasting trip?,2,conv-44,conv-44_session_25_D25:1,test
conv-44_qa_39,What did Audrey get wtih having so many dogs?,1,conv-44,conv-44_session_2_D2:15;conv-44_session_23_D23:18,test
conv-44_qa_40,What is a good place for dogs to run around freely and meet new friends?,1,conv-44,conv-44_session_4_D4:25;conv-44_session_14_D14:2;conv-44_session_23_D23:10,test
conv-44_qa_41,What are the breeds of Audrey's dogs?,1,conv-44,conv-44_session_19_D19:12;conv-44_session_26_D26:13,test
conv-44_qa_42,What technique is Audrey using to discipline her dogs?,1,conv-44,conv-44_session_6_D6:4;conv-44_session_26_D26:5,test
conv-44_qa_43,Which US state do Audrey and Andrew potentially live in?,3,conv-44,conv-44_session_11_D11:9,test
conv-44_qa_44,Which national park could Audrey and Andrew be referring to in their conversations?,3,conv-44,conv-44_session_5_D5:8;conv-44_session_11_D11:9,test
conv-44_qa_45,"How many pets will Andrew have, as of December 2023?",2,conv-44,conv-44_session_12_D12:1;conv-44_session_24_D24:2;conv-44_session_28_D28:6,test
conv-44_qa_46,"How many pets did Andrew have, as of September 2023?",2,conv-44,conv-44_session_12_D12:1;conv-44_session_24_D24:2,test
conv-44_qa_47,How many months passed between Andrew adopting Buddy and Scout,2,conv-44,conv-44_session_24_D24:2;conv-44_session_28_D28:6,test
conv-44_qa_48,What does Andrew view his pets as?,1,conv-44,conv-44_session_15_D15:14;conv-44_session_28_D28:18,test
conv-44_qa_49,What does Audrey view her pets as?,1,conv-44,conv-44_session_15_D15:15;conv-44_session_23_D23:18,test
conv-44_qa_50,What is a skill that Audrey learned to take care of her dogs?,1,conv-44,conv-44_session_16_D16:2;conv-44_session_17_D17:4,test
conv-44_qa_51,What items has Audrey bought or made for her dogs?,1,conv-44,conv-44_session_1_D1:2;conv-44_session_9_D9:5;conv-44_session_18_D18:10;conv-44_session_24_D24:1,test
conv-44_qa_52,What is something that Andrew could do to make birdwatching hobby to fit in his city schedule?,3,conv-44,conv-44_session_20_D20:5;conv-44_session_20_D20:21;conv-44_session_23_D23:1;conv-44_session_1_D1:14,test
conv-44_qa_53,What is a career that Andrew could potentially pursue with his love for animals and nature?,3,conv-44,conv-44_session_2_D2:18;conv-44_session_3_D3:1;conv-44_session_5_D5:7;conv-44_session_8_D8:27,test
conv-44_qa_54,What activity do Audrey's dogs like to do in the dog park?,1,conv-44,conv-44_session_4_D4:21;conv-44_session_10_D10:7;conv-44_session_13_D13:8;conv-44_session_23_D23:14;conv-44_session_27_D27:12,test
conv-44_qa_55,When did Andrew make his dogs a fun indoor area?,2,conv-44,conv-44_session_28_D28:12,test
conv-44_qa_56,Has Andrew moved into a new apartment for his dogs?,1,conv-44,conv-44_session_5_D5:5;conv-44_session_28_D28:12,test
conv-44_qa_57,When did Andrew adopt Scout?,2,conv-44,conv-44_session_28_D28:6,test
conv-44_qa_58,"What did Audrey eat for dinner on October 24, 2023?",2,conv-44,conv-44_session_25_D25:14,test
conv-44_qa_59,"How long has it been since Andrew adopted his first pet, as of November 2023?",2,conv-44,conv-44_session_12_D12:1,test
conv-44_qa_60,How many dogs does Andrew have?,1,conv-44,conv-44_session_12_D12:1;conv-44_session_24_D24:2;conv-44_session_28_D28:6,test
conv-44_qa_61,Which specific type of bird mesmerizes Andrew?,4,conv-44,conv-44_session_1_D1:16,test
conv-44_qa_62,What did Andrew express missing about exploring nature trails with his family's dog?,4,conv-44,conv-44_session_2_D2:18,test
conv-44_qa_63,What kind of pastries did Andrew and his girlfriend have at the cafe?,4,conv-44,conv-44_session_3_D3:17,test
conv-44_qa_64,What kind of flowers does Audrey have a tattoo of?,4,conv-44,conv-44_session_3_D3:26,test
conv-44_qa_65,What does Audrey do during dog playdates in the park?,4,conv-44,conv-44_session_4_D4:21,test
conv-44_qa_66,What type of dog was Andrew looking to adopt based on his living space?,4,conv-44,conv-44_session_5_D5:3,test
conv-44_qa_67,"Where does Andrew want to live to give their dog a large, open space to run around?",4,conv-44,conv-44_session_5_D5:7,test
conv-44_qa_68,Why did Audrey sign up for a workshop about bonding with pets?,4,conv-44,conv-44_session_6_D6:2,test
conv-44_qa_69,How did Audrey hear about the workshop on bonding with pets?,4,conv-44,conv-44_session_6_D6:4,test
conv-44_qa_70,What type of training was the workshop Audrey signed up for in May 2023?,4,conv-44,conv-44_session_6_D6:4,test
conv-44_qa_71,How did Audrey describe she dog he met at the pet store?,4,conv-44,conv-44_session_6_D6:4,test
conv-44_qa_72,Why did Audrey think positive reinforcement training is important for pets?,4,conv-44,conv-44_session_6_D6:12,test
conv-44_qa_73,What challenge is Andrew facing in their search for a pet?,4,conv-44,conv-44_session_7_D7:8,test
conv-44_qa_74,How does Andrew feel about their search for a pet-friendly place?,4,conv-44,conv-44_session_7_D7:8,test
conv-44_qa_75,What outdoor activities does Andrew plan on trying after the rock climbing class?,4,conv-44,conv-44_session_8_D8:7,test
conv-44_qa_76,How long does Audrey typically walk her dogs for?,4,conv-44,conv-44_session_8_D8:14,test
conv-44_qa_77,"What did Audrey set up in the backyard for their dogs on June 26, 2023?",4,conv-44,conv-44_session_9_D9:5,test
conv-44_qa_78,"What did Audrey and her friends stumble across during a hike a few years back, as mentioned on June 26, 2023?",4,conv-44,conv-44_session_9_D9:23,test
conv-44_qa_79,"What is Audrey's favorite recipe that she shares with Andrew on 3 July, 2023?",4,conv-44,conv-44_session_10_D10:13,test
conv-44_qa_80,"What dish is one of Audrey's favorite dishes that includes garlic and is shared with Andrew on 3 July, 2023?",4,conv-44,conv-44_session_10_D10:23,test
conv-44_qa_81,"What did Andrew and his GF do on the Monday before July 24, 2023?",4,conv-44,conv-44_session_13_D13:1,test
conv-44_qa_82,What is the name of Audrey's childhood dog?,4,conv-44,conv-44_session_13_D13:8,test
conv-44_qa_83,"What special memories does Audrey have with her childhood dog, Max?",4,conv-44,conv-44_session_13_D13:10,test
conv-44_qa_84,What are some of the personalities of Audrey's four fur babies?,4,conv-44,conv-44_session_13_D13:6,test
conv-44_qa_85,"What type of classes did Audrey start with her pups recently on 4 August, 2023?",4,conv-44,conv-44_session_14_D14:2,test
conv-44_qa_86,How often does Audrey take her pups to the park for practice?,4,conv-44,conv-44_session_14_D14:4,test
conv-44_qa_87,How long did the trail hike that Audrey went on with her pups take?,4,conv-44,conv-44_session_14_D14:8,test
conv-44_qa_88,What advice did Audrey give to Andrew regarding grooming Toby?,4,conv-44,conv-44_session_16_D16:8,test
conv-44_qa_89,What is essential to keep the dogs looking good according to Audrey?,4,conv-44,conv-44_session_17_D17:4,test
conv-44_qa_90,What did Audrey organize with the neighbors' dogs?,4,conv-44,conv-44_session_18_D18:6,test
conv-44_qa_91,What did Audrey do to give her dogs extra comfort as the weather cooled down?,4,conv-44,conv-44_session_18_D18:10,test
conv-44_qa_92,How does Audrey describe the new beds for her dogs?,4,conv-44,conv-44_session_18_D18:12,test
conv-44_qa_93,How did Audrey calm down her dog after the leash incident?,4,conv-44,conv-44_session_19_D19:4,test
conv-44_qa_94,How often does Audrey take her dogs for walks?,4,conv-44,conv-44_session_19_D19:10,test
conv-44_qa_95,What kind of flowers does Audrey take care of?,4,conv-44,conv-44_session_19_D19:20,test
conv-44_qa_96,What did Andrew learn from reading books about ecological systems?,4,conv-44,conv-44_session_20_D20:25,test
conv-44_qa_97,What did Andrew suggest as a way to reduce carbon footprint?,4,conv-44,conv-44_session_20_D20:33,test
conv-44_qa_98,How does Andrew suggest helping the planet while also training the body?,4,conv-44,conv-44_session_20_D20:35,test
conv-44_qa_99,"What did Audrey do with her pups over the weekend before 4th October, 2023?",4,conv-44,conv-44_session_21_D21:2,test
conv-44_qa_100,What was the reason Audrey couldn't walk her dogs for a period of time?,4,conv-44,conv-44_session_22_D22:1,test
conv-44_qa_101,What type of jewelry does Audrey make?,4,conv-44,conv-44_session_22_D22:5,test
conv-44_qa_102,Why does Audrey make jewelry out of recycled objects?,4,conv-44,conv-44_session_22_D22:5,test
conv-44_qa_103,What organization does Audrey donate a portion of his profits to?,4,conv-44,conv-44_session_22_D22:7,test
conv-44_qa_104,How does Audrey help out the animal shelter?,4,conv-44,conv-44_session_22_D22:9,test
conv-44_qa_105,What type of games do Audrey's dogs like to play at the park?,4,conv-44,conv-44_session_23_D23:14,test
conv-44_qa_106,What did Audrey make to thank her neighbors?,4,conv-44,conv-44_session_23_D23:2,test
conv-44_qa_107,How do Audrey's dogs react to snow?,4,conv-44,conv-44_session_23_D23:12,test
conv-44_qa_108,How does Audrey describe her dogs' response to snow?,4,conv-44,conv-44_session_23_D23:12,test
conv-44_qa_109,What kind of experiences are Audrey's dogs the best companions for?,4,conv-44,conv-44_session_23_D23:24,test
conv-44_qa_110,What activity do Andrew and Buddy enjoy doing together?,4,conv-44,conv-44_session_24_D24:8,test
conv-44_qa_111,What do Andrew and Buddy like doing on walks?,4,conv-44,conv-44_session_24_D24:10,test
conv-44_qa_112,What cuisine did Andrew recently try at a new spot in town?,4,conv-44,conv-44_session_25_D25:3,test
conv-44_qa_113,Which type of sushi did Audrey suggest trying first to someone new to sushi?,4,conv-44,conv-44_session_25_D25:8,test
conv-44_qa_114,What type of date is Andrew going on Sunday?,4,conv-44,conv-44_session_26_D26:20,test
conv-44_qa_115,"What did Andrew and Audrey plan to do on the Saturday after October 28, 2023?",4,conv-44,conv-44_session_26_D26:20,test
conv-44_qa_116,What aspect of autumn does Andrew find beautiful?,4,conv-44,conv-44_session_26_D26:36,test
conv-44_qa_117,What did Audrey do in November 2023 to better take care of her dogs?,4,conv-44,conv-44_session_27_D27:2,test
conv-44_qa_118,How often does Audrey meet up with other dog owners for tips and playdates?,4,conv-44,conv-44_session_27_D27:4,test
conv-44_qa_119,What did Audrey share to show ways to keep dogs active in the city?,4,conv-44,conv-44_session_27_D27:10,test
conv-44_qa_120,What type of activities does Audrey suggest for mental stimulation of the dogs?,4,conv-44,conv-44_session_27_D27:14,test
conv-44_qa_121,"What is Andrew planning to do with Scout, Toby, and Buddy?",4,conv-44,conv-44_session_28_D28:10,test
conv-44_qa_122,What did Andrew get for Scout to create a safe and fun space for them?,4,conv-44,conv-44_session_28_D28:12,test
conv-47_qa_0,What are John's suspected health problems?,3,conv-47,conv-47_session_1_D1:27,test
conv-47_qa_1,"Which recreational activity was James pursuing on March 16, 2022?",2,conv-47,conv-47_session_1_D1:26,test
conv-47_qa_2,Which places or events have John and James planned to meet at?,1,conv-47,conv-47_session_1_D1:36;conv-47_session_21_D21:15;conv-47_session_23_D23:5;conv-47_session_23_D23:6,test
conv-47_qa_3,Do both James and John have pets?,1,conv-47,conv-47_session_1_D1:12;conv-47_session_2_D2:18,test
conv-47_qa_4,When did John resume playing drums in his adulthood?,2,conv-47,conv-47_session_3_D3:5,test
conv-47_qa_5,What are John and James' favorite games?,1,conv-47,conv-47_session_3_D3:11;conv-47_session_4_D4:16,test
conv-47_qa_6,Does James live in Connecticut?,3,conv-47,conv-47_session_5_D5:1,test
conv-47_qa_7,In which state is the shelter from which James adopted the puppy?,3,conv-47,conv-47_session_5_D5:1,test
conv-47_qa_8,How many pets does James have?,1,conv-47,conv-47_session_1_D1:12;conv-47_session_1_D1:14;conv-47_session_5_D5:1,test
conv-47_qa_9,What are the names of James's dogs?,1,conv-47,conv-47_session_1_D1:14;conv-47_session_5_D5:1,test
conv-47_qa_10,When did James adopt Ned?,2,conv-47,conv-47_session_5_D5:1,test
conv-47_qa_11,"How was John feeling on April 10, 2022?",2,conv-47,conv-47_session_6_D6:7,test
conv-47_qa_12,Did James have a girlfriend during April 2022?,3,conv-47,conv-47_session_6_D6:6,test
conv-47_qa_13,When did James visit Italy?,2,conv-47,conv-47_session_6_D6:12,test
conv-47_qa_14,When did James buy himself a new adventure book?,2,conv-47,conv-47_session_8_D8:11,test
conv-47_qa_15,When did James start playing Civilization VI?,2,conv-47,conv-47_session_8_D8:29,test
conv-47_qa_16,What is the game with different colored cards that was John talking about with James?,3,conv-47,conv-47_session_8_D8:34,test
conv-47_qa_17,What is the board game where you have to find the imposter that John mentions to James?,3,conv-47,conv-47_session_8_D8:36,test
conv-47_qa_18,Which books has John recommended to James?,1,conv-47,conv-47_session_8_D8:14;conv-47_session_14_D14:10,test
conv-47_qa_19,Was James feeling lonely before meeting Samantha?,3,conv-47,conv-47_session_9_D9:16,test
conv-47_qa_20,How many charity tournaments has John organized till date?,1,conv-47,conv-47_session_10_D10:2;conv-47_session_29_D29:1,test
conv-47_qa_21,When did John first organize a charity tournament with his friends?,2,conv-47,conv-47_session_10_D10:2,test
conv-47_qa_22,Who or which organizations have been the beneficiaries of John's charity tournaments?,1,conv-47,conv-47_session_10_D10:10;conv-47_session_10_D10:12;conv-47_session_29_D29:1,test
conv-47_qa_23,When will John start his new job?,2,conv-47,conv-47_session_13_D13:5,test
conv-47_qa_24,What kind of games has James tried to develop?,1,conv-47,conv-47_session_13_D13:7;conv-47_session_1_D1:4;conv-47_session_27_D27:2,test
conv-47_qa_25,Are John and James fans of the same football team?,3,conv-47,conv-47_session_13_D13:12;conv-47_session_13_D13:15,test
conv-47_qa_26,Which countries has James visited?,1,conv-47,conv-47_session_6_D6:12;conv-47_session_6_D6:14;conv-47_session_16_D16:9;conv-47_session_17_D17:22,test
conv-47_qa_27,What kind of classes has James joined?,1,conv-47,conv-47_session_13_D13:6;conv-47_session_23_D23:13,test
conv-47_qa_28,When did James volunteer at an organization?,2,conv-47,conv-47_session_15_D15:9,test
conv-47_qa_29,When did James depart for his trip to Canada?,2,conv-47,conv-47_session_16_D16:9,test
conv-47_qa_30,Which country did James book tickets for in July 2022?,3,conv-47,conv-47_session_16_D16:9;conv-47_session_16_D16:11,test
conv-47_qa_31,How many days did James plan to spend on his trip in Canada?,2,conv-47,conv-47_session_16_D16:9;conv-47_session_16_D16:13,test
conv-47_qa_32,"Where was James at on July 12, 2022?",2,conv-47,conv-47_session_16_D16:9,test
conv-47_qa_33,Did John and James study together?,3,conv-47,conv-47_session_17_D17:13,test
conv-47_qa_34,Which countries did James visit in July 2022?,1,conv-47,conv-47_session_16_D16:9;conv-47_session_17_D17:22,test
conv-47_qa_35,What additional country did James visit during his trip to Canada?,3,conv-47,conv-47_session_17_D17:22,test
conv-47_qa_36,Who is Jill?,3,conv-47,conv-47_session_17_D17:24,test
conv-47_qa_37,When did John spend time with his sister and dogs?,2,conv-47,conv-47_session_17_D17:28,test
conv-47_qa_38,What happened to John's job situation in 2022?,1,conv-47,conv-47_session_4_D4:36;conv-47_session_18_D18:1;conv-47_session_18_D18:7,test
conv-47_qa_39,When did John start his job in IT?,2,conv-47,conv-47_session_18_D18:1,test
conv-47_qa_40,What kind of tricks do James's pets know?,1,conv-47,conv-47_session_2_D2:17;conv-47_session_14_D14:17;conv-47_session_14_D14:23;conv-47_session_17_D17:16,test
conv-47_qa_41,When did James meet Samantha?,2,conv-47,conv-47_session_19_D19:12,test
conv-47_qa_42,When did James take his 3 dogs to the beach?,2,conv-47,conv-47_session_19_D19:12,test
conv-47_qa_43,When did John plan his next meeting with his siblings?,2,conv-47,conv-47_session_20_D20:17,test
conv-47_qa_44,Why didn't John want to go to Starbucks?,3,conv-47,conv-47_session_21_D21:12;conv-47_session_21_D21:14,test
conv-47_qa_45,What kind of beer does McGee's bar serve?,1,conv-47,conv-47_session_21_D21:15;conv-47_session_21_D21:17;conv-47_session_23_D23:3,test
conv-47_qa_46,When did John and James meet at McGee's bar?,2,conv-47,conv-47_session_21_D21:18,test
conv-47_qa_47,When did James ask Samantha to be his girlfriend?,2,conv-47,conv-47_session_23_D23:1,test
conv-47_qa_48,"When did James, Samantha and John go to the baseball game together?",2,conv-47,conv-47_session_23_D23:5;conv-47_session_23_D23:6,test
conv-47_qa_49,What gaming equipments did John buy or refurbish?,1,conv-47,conv-47_session_23_D23:8;conv-47_session_23_D23:10;conv-47_session_20_D20:9,test
conv-47_qa_50,When did James start taking cooking classes?,2,conv-47,conv-47_session_23_D23:13,test
conv-47_qa_51,Which new games did John start play during the course of the conversation with James?,1,conv-47,conv-47_session_5_D5:4;conv-47_session_19_D19:7;conv-47_session_30_D30:14;conv-47_session_24_D24:1;conv-47_session_24_D24:3;conv-47_session_8_D8:20,test
conv-47_qa_52,When did John start working on his 2D Adventure mobile game?,2,conv-47,conv-47_session_25_D25:9,test
conv-47_qa_53,How long did it take for James to complete his Witcher-inspired game?,2,conv-47,conv-47_session_6_D6:1;conv-47_session_27_D27:2,test
conv-47_qa_54,What kind of programming-related events has John hosted?,1,conv-47,conv-47_session_27_D27:1;conv-47_session_28_D28:6,test
conv-47_qa_55,When did John and his programming friends host an online programming competition?,2,conv-47,conv-47_session_27_D27:1,test
conv-47_qa_56,Which of James's family members have visited him in the last year?,1,conv-47,conv-47_session_17_D17:28;conv-47_session_28_D28:19,test
conv-47_qa_57,When did James' mother and her friend visit him?,2,conv-47,conv-47_session_28_D28:19,test
conv-47_qa_58,When did James try Cyberpunk 2077 game?,2,conv-47,conv-47_session_28_D28:27,test
conv-47_qa_59,When did John and his gaming friends organize the charity tournament?,2,conv-47,conv-47_session_29_D29:1,test
conv-47_qa_60,What games has John played with his friends at charity tournaments?,1,conv-47,conv-47_session_10_D10:4;conv-47_session_29_D29:1;conv-47_session_29_D29:3,test
conv-47_qa_61,What was James' big moment with Samantha in October 2023?,2,conv-47,conv-47_session_29_D29:8;conv-47_session_29_D29:10,test
conv-47_qa_62,How long did James and Samantha date for before deciding to move in together?,2,conv-47,conv-47_session_19_D19:14;conv-47_session_29_D29:8;conv-47_session_29_D29:10,test
conv-47_qa_63,"When did James, his family and his dogs start on a road trip together?",2,conv-47,conv-47_session_30_D30:1,test
conv-47_qa_64,How long did John practice chess for before winning the chess tournament?,2,conv-47,conv-47_session_17_D17:1;conv-47_session_30_D30:2;conv-47_session_30_D30:4,test
conv-47_qa_65,When did James and his family visit Mark and Josh?,2,conv-47,conv-47_session_31_D31:1,test
conv-47_qa_66,When did John work with a game developer on a project?,2,conv-47,conv-47_session_31_D31:2,test
conv-47_qa_67,What programming languages has James worked with?,4,conv-47,conv-47_session_1_D1:8,test
conv-47_qa_68,What type of mobile application does James plan to build with John?,4,conv-47,conv-47_session_1_D1:14,test
conv-47_qa_69,How does James plan to make his dog-sitting app unique?,4,conv-47,conv-47_session_1_D1:16,test
conv-47_qa_70,What has John mostly found with the metal detector so far?,4,conv-47,conv-47_session_2_D2:12,test
conv-47_qa_71,What did James offer to do for John regarding pets?,4,conv-47,conv-47_session_2_D2:19,test
conv-47_qa_72,"What instrument is John learning to play as of 27 March, 2022?",4,conv-47,conv-47_session_3_D3:2;conv-47_session_3_D3:3,test
conv-47_qa_73,"How long has John been playing the drums as of 27 March, 2022?",4,conv-47,conv-47_session_3_D3:5,test
conv-47_qa_74,What game did John play in an intense tournament at the gaming convention in March 2022?,4,conv-47,conv-47_session_3_D3:11,test
conv-47_qa_75,What game was James playing in the online gaming tournament in April 2022?,4,conv-47,conv-47_session_4_D4:16,test
conv-47_qa_76,How does James communicate with his gaming team?,4,conv-47,conv-47_session_4_D4:14,test
conv-47_qa_77,What advice did James receive from the famous players he met at the tournament?,4,conv-47,conv-47_session_4_D4:12,test
conv-47_qa_78,What did James adopt in April 2022?,4,conv-47,conv-47_session_5_D5:1,test
conv-47_qa_79,What is the name of the pup that was adopted by James?,4,conv-47,conv-47_session_5_D5:1,test
conv-47_qa_80,Why did James embody the appearance of the game character from the woman he saw during a walk?,4,conv-47,conv-47_session_6_D6:6,test
conv-47_qa_81,What inspired James to create the game character in the virtual world?,4,conv-47,conv-47_session_6_D6:6,test
conv-47_qa_82,Which country did James visit in 2021?,4,conv-47,conv-47_session_6_D6:12,test
conv-47_qa_83,What impresses John about Japan?,4,conv-47,conv-47_session_6_D6:15,test
conv-47_qa_84,What kind of assignment was giving John a hard time at work?,4,conv-47,conv-47_session_7_D7:13,test
conv-47_qa_85,"What breed is Daisy, one of James' dogs?",4,conv-47,conv-47_session_9_D9:12,test
conv-47_qa_86,What type of pizza is James' favorite?,4,conv-47,conv-47_session_9_D9:18,test
conv-47_qa_87,What type of pizza is John's favorite?,4,conv-47,conv-47_session_9_D9:19,test
conv-47_qa_88,"What did John organize with his friends on May 8, 2022?",4,conv-47,conv-47_session_10_D10:4,test
conv-47_qa_89,What did John and his friends do with the remaining money after helping the dog shelter?,4,conv-47,conv-47_session_10_D10:12,test
conv-47_qa_90,What was the main goal of the money raised from the charity tournament organized by John and his friends in May 2022?,4,conv-47,conv-47_session_10_D10:10,test
conv-47_qa_91,What did the system John created help the charitable foundation with?,4,conv-47,conv-47_session_11_D11:5,test
conv-47_qa_92,What did John create for the charitable foundation that helped generate reports for analysis?,4,conv-47,conv-47_session_11_D11:3,test
conv-47_qa_93,What did John receive for achieving second place in the tournament?,4,conv-47,conv-47_session_12_D12:5;conv-47_session_12_D12:6,test
conv-47_qa_94,What project is James working on in his game design course?,4,conv-47,conv-47_session_13_D13:8,test
conv-47_qa_95,Who does James support in football matches?,4,conv-47,conv-47_session_13_D13:12,test
conv-47_qa_96,Which football club does John support?,4,conv-47,conv-47_session_13_D13:15,test
conv-47_qa_97,What disagreement do James and John have about their football teams?,4,conv-47,conv-47_session_13_D13:15,test
conv-47_qa_98,What is Max good at doing according to James?,4,conv-47,conv-47_session_14_D14:23,test
conv-47_qa_99,What is the main focus of the organization that James volunteered with?,4,conv-47,conv-47_session_15_D15:11,test
conv-47_qa_100,Will there be an interview required to volunteer with the organization James volunteered for?,4,conv-47,conv-47_session_15_D15:15,test
conv-47_qa_101,"How did John relax in his free time on 9 July, 2022?",4,conv-47,conv-47_session_16_D16:8,test
conv-47_qa_102,What did James enjoy doing on cold winter days?,4,conv-47,conv-47_session_16_D16:9,test
conv-47_qa_103,"What new hobby did James become interested in on 9 July, 2022?",4,conv-47,conv-47_session_16_D16:5,test
conv-47_qa_104,Where did James plan to visit after Toronto?,4,conv-47,conv-47_session_16_D16:11,test
conv-47_qa_105,When did James plan to return from his trip to Toronto and Vancouver?,4,conv-47,conv-47_session_16_D16:13,test
conv-47_qa_106,What online game did John start playing recently for improving strategy?,4,conv-47,conv-47_session_17_D17:1,test
conv-47_qa_107,What made John leave his IT job?,4,conv-47,conv-47_session_18_D18:3,test
conv-47_qa_108,Which game tournaments does John plan to organize besides CS:GO?,4,conv-47,conv-47_session_18_D18:9,test
conv-47_qa_109,What happened to James's puppy during the recent visit to the clinic?,4,conv-47,conv-47_session_18_D18:16,test
conv-47_qa_110,What game genre did John start exploring instead of shooters?,4,conv-47,conv-47_session_19_D19:3,test
conv-47_qa_111,"Which RPG game is John playing and enjoying on 10 August, 2022?",4,conv-47,conv-47_session_19_D19:7,test
conv-47_qa_112,"What aspect of ""The Witcher 3"" does John find immersive?",4,conv-47,conv-47_session_19_D19:7,test
conv-47_qa_113,Whose phone number did James receive during the beach outing?,4,conv-47,conv-47_session_19_D19:14,test
conv-47_qa_114,What is James planning to do after receiving Samantha's phone number?,4,conv-47,conv-47_session_19_D19:14,test
conv-47_qa_115,What is John organizing with his siblings?,4,conv-47,conv-47_session_20_D20:17,test
conv-47_qa_116,What type of beer does John not like?,4,conv-47,conv-47_session_21_D21:16,test
conv-47_qa_117,What were some difficulties James faced during the development of his game?,4,conv-47,conv-47_session_22_D22:7,test
conv-47_qa_118,What has John been teaching his siblings?,4,conv-47,conv-47_session_22_D22:10,test
conv-47_qa_119,What kind of programs are John's siblings making?,4,conv-47,conv-47_session_22_D22:12,test
conv-47_qa_120,Which company's headphones did John choose for gaming?,4,conv-47,conv-47_session_23_D23:10,test
conv-47_qa_121,What did James and Samantha discover they both enjoy at McGee's bar?,4,conv-47,conv-47_session_23_D23:3,test
conv-47_qa_122,How much does James pay per cooking class?,4,conv-47,conv-47_session_23_D23:15,test
conv-47_qa_123,What did James learn to make in the cooking class besides omelette and meringue?,4,conv-47,conv-47_session_23_D23:15,test
conv-47_qa_124,Why did James sign up for a cooking class?,4,conv-47,conv-47_session_23_D23:13,test
conv-47_qa_125,What did James prepare for the first time in the cooking class?,4,conv-47,conv-47_session_23_D23:13,test
conv-47_qa_126,What is the name of the board game John tried in September 2022?,4,conv-47,conv-47_session_24_D24:3,test
conv-47_qa_127,Where does James get his ideas from?,4,conv-47,conv-47_session_24_D24:4,test
conv-47_qa_128,What kind of dream did James have recently?,4,conv-47,conv-47_session_24_D24:8,test
conv-47_qa_129,What kind of music does John like?,4,conv-47,conv-47_session_24_D24:13,test
conv-47_qa_130,What instrument did James used to play when he was younger?,4,conv-47,conv-47_session_24_D24:14,test
conv-47_qa_131,What did John use to play when he was younger to let off steam?,4,conv-47,conv-47_session_24_D24:15,test
conv-47_qa_132,What career milestone did John achieve recently in September 2022?,4,conv-47,conv-47_session_25_D25:7,test
conv-47_qa_133,What type of game is John's upcoming mobile game?,4,conv-47,conv-47_session_25_D25:9,test
conv-47_qa_134,What does John do to stay informed and constantly learn about game design?,4,conv-47,conv-47_session_25_D25:13,test
conv-47_qa_135,What kind of gig was John offered at the game dev non-profit organization?,4,conv-47,conv-47_session_26_D26:3,test
conv-47_qa_136,What does John feel about starting the journey as a programming mentor for game developers?,4,conv-47,conv-47_session_26_D26:5,test
conv-47_qa_137,What kind of games is James excited to play with his new video card?,4,conv-47,conv-47_session_26_D26:10,test
conv-47_qa_138,What inspired James to create his game?,4,conv-47,conv-47_session_27_D27:6,test
conv-47_qa_139,What sparked James' passion for gaming when he was a kid?,4,conv-47,conv-47_session_28_D28:25,test
conv-47_qa_140,What did James lose progress on due to a power outage?,4,conv-47,conv-47_session_28_D28:3,test
conv-47_qa_141,"What games were played at the gaming tournament organized by John on 31 October, 2022?",4,conv-47,conv-47_session_29_D29:1;conv-47_session_29_D29:3,test
